Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
1994,ALASKA,CLAMS **,408997,186,262664,Public,Commercial,Bivalvia,79118,AKFINHIST
1994,ALASKA,"COD, PACIFIC",459169607,208278,82302096,Public,Commercial,Gadus macrocephalus,164711,AKFINHIST
1994,ALASKA,"CONCHS, TRUE **",1964895,891,691643,Public,Commercial,Strombus,72555,AKFINHIST
1994,ALASKA,"CRAB, DUNGENESS",4578381,2077,5507182,Public,Commercial,Cancer magister,98675,AKFINHIST
1994,ALASKA,"CRAB, KING **",12966229,5881,57141985,Public,Commercial,Paralithodes,97934,AKFINHIST
1994,ALASKA,"CRAB, SNOW",147992955,67129,199346511,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1994,ALASKA,"CRAB, SOUTHERN TANNER",11571519,5249,44937835,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1994,ALASKA,"CRABS, DECAPODA (ORDER) **",3165404,1436,7674692,Public,Commercial,Decapoda,95599,AKFINHIST
1994,ALASKA,CRUSTACEANS **,1410995,640,2279480,Public,Commercial,Crustacea,83677,AKFINHIST
1994,ALASKA,FLATFISHES **,32150930,14584,2232598,Public,Commercial,Pleuronectiformes,172702,AKFINHIST
1994,ALASKA,"FLOUNDER, ARROWTOOTH",5303231,2406,237145,Public,Commercial,Atheresthes stomias,172862,AKFINHIST
1994,ALASKA,"FLOUNDER, STARRY",558074,253,54007,Public,Commercial,Platichthys stellatus,172893,AKFINHIST
1994,ALASKA,"FLOUNDERS, RIGHTEYE **",1890773,858,74253,Public,Commercial,Pleuronectidae,172859,AKFINHIST
1994,ALASKA,"HALIBUT, GREENLAND",16234069,7364,3480786,Public,Commercial,Reinhardtius hippoglossoides,172930,AKFINHIST
1994,ALASKA,"HALIBUT, PACIFIC",58506499,26538,85453753,Public,Commercial,Hippoglossus stenolepis,172932,AKFINHIST
1994,ALASKA,"HERRING, PACIFIC",104677373,47481,26032453,Public,Commercial,Clupea pallasii,551209,AKFINHIST
1994,ALASKA,LINGCOD,1940728,880,797910,Public,Commercial,Ophiodon elongatus,167116,AKFINHIST
1994,ALASKA,"MACKEREL, ATKA",137890326,62547,20683142,Public,Commercial,Pleurogrammus monopterygius,167120,AKFINHIST
1994,ALASKA,"POLLOCK, WALLEYE ",3023856943,1371613,225614132,Public,Commercial,Gadus chalcogrammus,934083,AKFINHIST
1994,ALASKA,"ROCKFISH, BLACK",676248,307,268864,Public,Commercial,Sebastes melanops,166727,AKFINHIST
1994,ALASKA,"ROCKFISH, BOCACCIO",6189,3,2144,Public,Commercial,Sebastes paucispinis,166733,AKFINHIST
1994,ALASKA,"ROCKFISH, CANARY",11910,5,3232,Public,Commercial,Sebastes pinniger,166734,AKFINHIST
1994,ALASKA,"ROCKFISH, DARKBLOTCHED",169,0,35,Public,Commercial,Sebastes crameri,166715,AKFINHIST
1994,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH",25897577,11747,2547974,Public,Commercial,Sebastes alutus,166707,AKFINHIST
1994,ALASKA,"ROCKFISH, REDBANDED",46536,21,11162,Public,Commercial,Sebastes babcocki,166710,AKFINHIST
1994,ALASKA,"ROCKFISH, REDSTRIPE",49607,23,7740,Public,Commercial,Sebastes proriger,166736,AKFINHIST
1994,ALASKA,"ROCKFISH, SILVERGRAY",51447,23,14023,Public,Commercial,Sebastes brevispinis,166711,AKFINHIST
1994,ALASKA,"ROCKFISH, WIDOW",1385,1,344,Public,Commercial,Sebastes entomelas,166719,AKFINHIST
1994,ALASKA,"ROCKFISH, YELLOWEYE",1553982,705,824491,Public,Commercial,Sebastes ruberrimus,166740,AKFINHIST
1994,ALASKA,"ROCKFISH, YELLOWTAIL",8774,4,2151,Public,Commercial,Sebastes flavidus,166720,AKFINHIST
1994,ALASKA,ROCKFISHES **,15319751,6949,2951610,Public,Commercial,Sebastes ,166705,AKFINHIST
1994,ALASKA,SABLEFISH,56938619,25827,80505471,Public,Commercial,Anoplopoma fimbria,167123,AKFINHIST
1994,ALASKA,"SALMON, CHINOOK",11165823,5065,15768405,Public,Commercial,Oncorhynchus tshawytscha,161980,AKFINHIST
1994,ALASKA,"SALMON, CHUM",105832512,48005,28111191,Public,Commercial,Oncorhynchus keta,161976,AKFINHIST
1994,ALASKA,"SALMON, COHO",73366885,33279,65055555,Public,Commercial,Oncorhynchus kisutch,161977,AKFINHIST
1994,ALASKA,"SALMON, PACIFIC **",202576,92,153223,Public,Commercial,Oncorhynchus,161974,AKFINHIST
1994,ALASKA,"SALMON, PINK",316853759,143724,60454560,Public,Commercial,Oncorhynchus gorbuscha,161975,AKFINHIST
1994,ALASKA,"SALMON, SOCKEYE",290723927,131872,308538976,Public,Commercial,Oncorhynchus nerka,161979,AKFINHIST
1994,ALASKA,"SCALLOP, WEATHERVANE",1256736,570,7014651,Public,Commercial,Patinopecten caurinus,79757,AKFINHIST
1994,ALASKA,"SHARK, DOGFISH, SPINY",1933,1,480,Public,Commercial,Squalus acanthias,160617,AKFINHIST
1994,ALASKA,"SHRIMPS, PENAEID **",3809082,1728,2128066,Public,Commercial,Penaeidae,95602,AKFINHIST
1994,ALASKA,"SOLE, DOVER",3984658,1807,465627,Public,Commercial,Microstomus pacificus,172887,AKFINHIST
1994,ALASKA,"SOLE, ENGLISH",11668,5,1804,Public,Commercial,Parophrys vetulus,172921,AKFINHIST
1994,ALASKA,"SOLE, FLATHEAD",1592507,722,238661,Public,Commercial,Hippoglossoides elassodon,172875,AKFINHIST
1994,ALASKA,"SOLE, PETRALE",7,0,7,Public,Commercial,Eopsetta jordani,172868,AKFINHIST
1994,ALASKA,"SOLE, REX",1929437,875,370092,Public,Commercial,Glyptocephalus zachirus,172978,AKFINHIST
1994,ALASKA,"SOLE, ROCK",59725819,27091,8670965,Public,Commercial,Paraplagusia bilineata,173105,AKFINHIST
1994,ALASKA,"SOLE, YELLOWFIN",236587447,107315,15602986,Public,Commercial,Limanda aspera,172907,AKFINHIST
1994,ALASKA,"SQUIDS, LOLIGINIDAE **",734083,333,24560,Public,Commercial,Loliginidae,82369,AKFINHIST
1994,ALASKA,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",109819,50,139933,Public,Commercial,Strongylocentrotus,157968,AKFINHIST
1994,ALASKA,"VERTEBRATES, JAWED",7050432,3198,2684182,Public,Commercial,Gnathostomata ,914179,AKFINHIST
1993,ALASKA,ABALONES **,34852,16,506976,Public,Commercial,Haliotidae,69492,AKFINHIST
1993,ALASKA,"CLAM, PACIFIC GEODUCK",209322,95,307417,Public,Commercial,Panopea abrupta,81779,AKFINHIST
1993,ALASKA,CLAMS **,383897,174,304651,Public,Commercial,Bivalvia,79118,AKFINHIST
1993,ALASKA,"COD, PACIFIC",425237935,192887,72918495,Public,Commercial,Gadus macrocephalus,164711,AKFINHIST
1993,ALASKA,"CONCHS, TRUE **",312876,142,125150,Public,Commercial,Strombus,72555,AKFINHIST
1993,ALASKA,"CRAB, DUNGENESS",5078926,2304,4991650,Public,Commercial,Cancer magister,98675,AKFINHIST
1993,ALASKA,"CRAB, KING **",26963626,12231,91660530,Public,Commercial,Paralithodes,97934,AKFINHIST
1993,ALASKA,"CRAB, SNOW",229213048,103970,173055858,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1993,ALASKA,"CRAB, SOUTHERN TANNER",27171928,12325,48793053,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1993,ALASKA,"CRABS, DECAPODA (ORDER) **",2224387,1009,3824343,Public,Commercial,Decapoda,95599,AKFINHIST
1993,ALASKA,CRUSTACEANS **,1551804,704,1456956,Public,Commercial,Crustacea,83677,AKFINHIST
1993,ALASKA,FLATFISHES **,32566205,14772,3335211,Public,Commercial,Pleuronectiformes,172702,AKFINHIST
1993,ALASKA,"FLOUNDER, ARROWTOOTH",4786726,2171,898762,Public,Commercial,Atheresthes stomias,172862,AKFINHIST
1993,ALASKA,"FLOUNDER, STARRY",330707,150,41055,Public,Commercial,Platichthys stellatus,172893,AKFINHIST
1993,ALASKA,"FLOUNDERS, RIGHTEYE **",4466374,2026,1370904,Public,Commercial,Pleuronectidae,172859,AKFINHIST
1993,ALASKA,GRENADIERS **,123432,56,18908,Public,Commercial,Macrouridae,165332,AKFINHIST
1993,ALASKA,"HALIBUT, GREENLAND",15725679,7133,3748481,Public,Commercial,Reinhardtius hippoglossoides,172930,AKFINHIST
1993,ALASKA,"HALIBUT, PACIFIC",63741650,28913,60028710,Public,Commercial,Hippoglossus stenolepis,172932,AKFINHIST
1993,ALASKA,"HERRING, PACIFIC",105755388,47970,23057110,Public,Commercial,Clupea pallasii,551209,AKFINHIST
1993,ALASKA,LINGCOD,2416194,1096,941693,Public,Commercial,Ophiodon elongatus,167116,AKFINHIST
1993,ALASKA,"MACKEREL, ATKA",113125725,51313,13808345,Public,Commercial,Pleurogrammus monopterygius,167120,AKFINHIST
1993,ALASKA,OCTOPUSES **,144678,66,165104,Public,Commercial,Octopodidae,82590,AKFINHIST
1993,ALASKA,"POLLOCK, WALLEYE ",3066029577,1390742,213745101,Public,Commercial,Gadus chalcogrammus,934083,AKFINHIST
1993,ALASKA,"ROCKFISH, BLACK",334673,152,97020,Public,Commercial,Sebastes melanops,166727,AKFINHIST
1993,ALASKA,"ROCKFISH, BLUE",258,0,65,Public,Commercial,Sebastes mystinus,166730,AKFINHIST
1993,ALASKA,"ROCKFISH, BOCACCIO",2251,1,510,Public,Commercial,Sebastes paucispinis,166733,AKFINHIST
1993,ALASKA,"ROCKFISH, CANARY",10163,5,2900,Public,Commercial,Sebastes pinniger,166734,AKFINHIST
1993,ALASKA,"ROCKFISH, CHINA",4836,2,2091,Public,Commercial,Sebastes nebulosus,166731,AKFINHIST
1993,ALASKA,"ROCKFISH, COPPER",719,0,199,Public,Commercial,Sebastes caurinus,166713,AKFINHIST
1993,ALASKA,"ROCKFISH, DARKBLOTCHED",1732,1,320,Public,Commercial,Sebastes crameri,166715,AKFINHIST
1993,ALASKA,"ROCKFISH, GREENSTRIPED",674,0,140,Public,Commercial,Sebastes elongatus,166717,AKFINHIST
1993,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH",32032543,14530,1585379,Public,Commercial,Sebastes alutus,166707,AKFINHIST
1993,ALASKA,"ROCKFISH, REDBANDED",65157,30,16935,Public,Commercial,Sebastes babcocki,166710,AKFINHIST
1993,ALASKA,"ROCKFISH, REDSTRIPE",8229,4,3289,Public,Commercial,Sebastes proriger,166736,AKFINHIST
1993,ALASKA,"ROCKFISH, SHARPCHIN",87,0,44,Public,Commercial,Sebastes zacentrus,166744,AKFINHIST
1993,ALASKA,"ROCKFISH, SILVERGRAY",41766,19,11416,Public,Commercial,Sebastes brevispinis,166711,AKFINHIST
1993,ALASKA,"ROCKFISH, WIDOW",333,0,99,Public,Commercial,Sebastes entomelas,166719,AKFINHIST
1993,ALASKA,"ROCKFISH, YELLOWEYE",1459882,662,787935,Public,Commercial,Sebastes ruberrimus,166740,AKFINHIST
1993,ALASKA,"ROCKFISH, YELLOWTAIL",1552,1,620,Public,Commercial,Sebastes flavidus,166720,AKFINHIST
1993,ALASKA,ROCKFISHES **,23067414,10463,4036935,Public,Commercial,Sebastes ,166705,AKFINHIST
1993,ALASKA,SABLEFISH,56982622,25847,53374029,Public,Commercial,Anoplopoma fimbria,167123,AKFINHIST
1993,ALASKA,"SALMON, CHINOOK",10807258,4902,17528653,Public,Commercial,Oncorhynchus tshawytscha,161980,AKFINHIST
1993,ALASKA,"SALMON, CHUM",71884591,32607,32197570,Public,Commercial,Oncorhynchus keta,161976,AKFINHIST
1993,ALASKA,"SALMON, COHO",37563245,17039,31940554,Public,Commercial,Oncorhynchus kisutch,161977,AKFINHIST
1993,ALASKA,"SALMON, PACIFIC **",107077,49,121746,Public,Commercial,Oncorhynchus,161974,AKFINHIST
1993,ALASKA,"SALMON, PINK",326664800,148174,52603639,Public,Commercial,Oncorhynchus gorbuscha,161975,AKFINHIST
1993,ALASKA,"SALMON, SOCKEYE",377158571,171078,286343307,Public,Commercial,Oncorhynchus nerka,161979,AKFINHIST
1993,ALASKA,"SCALLOP, WEATHERVANE",1543698,700,7128164,Public,Commercial,Patinopecten caurinus,79757,AKFINHIST
1993,ALASKA,SCULPINS **,1627893,738,625543,Public,Commercial,Cottidae,167196,AKFINHIST
1993,ALASKA,"SHARK, DOGFISH, SPINY",17352,8,3183,Public,Commercial,Squalus acanthias,160617,AKFINHIST
1993,ALASKA,"SHARKS, CHONDRICHTHYES (CLASS) **",338158,153,93891,Public,Commercial,Chondrichthyes,159785,AKFINHIST
1993,ALASKA,"SHRIMPS, PENAEID **",3442650,1562,3002494,Public,Commercial,Penaeidae,95602,AKFINHIST
1993,ALASKA,"SKATES, RAJIDAE (FAMILY) **",928720,421,185401,Public,Commercial,Rajidae,160845,AKFINHIST
1993,ALASKA,SMELTS **,126948,58,38529,Public,Commercial,Osmeridae,162028,AKFINHIST
1993,ALASKA,"SOLE, DOVER",3648258,1655,372217,Public,Commercial,Microstomus pacificus,172887,AKFINHIST
1993,ALASKA,"SOLE, ENGLISH",6855,3,871,Public,Commercial,Parophrys vetulus,172921,AKFINHIST
1993,ALASKA,"SOLE, FLATHEAD",7400325,3357,1241898,Public,Commercial,Hippoglossoides elassodon,172875,AKFINHIST
1993,ALASKA,"SOLE, PETRALE",3640,2,2993,Public,Commercial,Eopsetta jordani,172868,AKFINHIST
1993,ALASKA,"SOLE, REX",1330011,603,259514,Public,Commercial,Glyptocephalus zachirus,172978,AKFINHIST
1993,ALASKA,"SOLE, ROCK",73579779,33376,9757635,Public,Commercial,Paraplagusia bilineata,173105,AKFINHIST
1993,ALASKA,"SOLE, YELLOWFIN",169057802,76684,27125928,Public,Commercial,Limanda aspera,172907,AKFINHIST
1993,ALASKA,"SQUIDS, LOLIGINIDAE **",450154,204,119538,Public,Commercial,Loliginidae,82369,AKFINHIST
1993,ALASKA,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",283323,129,202551,Public,Commercial,Strongylocentrotus,157968,AKFINHIST
1993,ALASKA,"VERTEBRATES, JAWED",16148698,7325,1360660,Public,Commercial,Gnathostomata ,914179,AKFINHIST
1992,ALASKA,ABALONES **,35960,16,385791,Public,Commercial,Haliotidae,69492,AKFINHIST
1992,ALASKA,CAPELIN,39874,18,19898,Public,Commercial,Mallotus villosus,162035,AKFINHIST
1992,ALASKA,"CLAM, PACIFIC GEODUCK",195286,89,215897,Public,Commercial,Panopea abrupta,81779,AKFINHIST
1992,ALASKA,CLAMS **,373206,169,257641,Public,Commercial,Bivalvia,79118,AKFINHIST
1992,ALASKA,"COD, PACIFIC",552594158,250655,125313941,Public,Commercial,Gadus macrocephalus,164711,AKFINHIST
1992,ALASKA,"CRAB, DUNGENESS",6213304,2818,5448746,Public,Commercial,Cancer magister,98675,AKFINHIST
1992,ALASKA,"CRAB, KING **",19251865,8733,71577009,Public,Commercial,Paralithodes,97934,AKFINHIST
1992,ALASKA,"CRAB, SNOW",312976182,141965,160164650,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1992,ALASKA,"CRAB, SOUTHERN TANNER",41637338,18887,70251490,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1992,ALASKA,"CRABS, DECAPODA (ORDER) **",1361230,617,2860237,Public,Commercial,Decapoda,95599,AKFINHIST
1992,ALASKA,CRUSTACEANS **,1323809,600,1446046,Public,Commercial,Crustacea,83677,AKFINHIST
1992,ALASKA,FLATFISHES **,78019635,35389,6335948,Public,Commercial,Pleuronectiformes,172702,AKFINHIST
1992,ALASKA,"FLOUNDER, ARROWTOOTH",5357483,2430,335764,Public,Commercial,Atheresthes stomias,172862,AKFINHIST
1992,ALASKA,"FLOUNDER, STARRY",74394,34,6593,Public,Commercial,Platichthys stellatus,172893,AKFINHIST
1992,ALASKA,"FLOUNDERS, RIGHTEYE **",46604143,21140,2885125,Public,Commercial,Pleuronectidae,172859,AKFINHIST
1992,ALASKA,"HALIBUT, GREENLAND",3402810,1544,891073,Public,Commercial,Reinhardtius hippoglossoides,172930,AKFINHIST
1992,ALASKA,"HALIBUT, PACIFIC",68736742,31179,50732788,Public,Commercial,Hippoglossus stenolepis,172932,AKFINHIST
1992,ALASKA,"HERRING, PACIFIC",143205318,64958,31581977,Public,Commercial,Clupea pallasii,551209,AKFINHIST
1992,ALASKA,LINGCOD,2226073,1010,744320,Public,Commercial,Ophiodon elongatus,167116,AKFINHIST
1992,ALASKA,"MACKEREL, ATKA",131645267,59714,14777892,Public,Commercial,Pleurogrammus monopterygius,167120,AKFINHIST
1992,ALASKA,OCTOPUSES **,761859,346,725643,Public,Commercial,Octopodidae,82590,AKFINHIST
1992,ALASKA,"POLLOCK, WALLEYE ",3091524427,1402306,380232701,Public,Commercial,Gadus chalcogrammus,934083,AKFINHIST
1992,ALASKA,"ROCKFISH, BLACK",723613,328,185659,Public,Commercial,Sebastes melanops,166727,AKFINHIST
1992,ALASKA,"ROCKFISH, BOCACCIO",3100,1,702,Public,Commercial,Sebastes paucispinis,166733,AKFINHIST
1992,ALASKA,"ROCKFISH, CANARY",7862,4,2272,Public,Commercial,Sebastes pinniger,166734,AKFINHIST
1992,ALASKA,"ROCKFISH, CHINA",3044,1,1439,Public,Commercial,Sebastes nebulosus,166731,AKFINHIST
1992,ALASKA,"ROCKFISH, COPPER",2601,1,736,Public,Commercial,Sebastes caurinus,166713,AKFINHIST
1992,ALASKA,"ROCKFISH, DARKBLOTCHED",325,0,211,Public,Commercial,Sebastes crameri,166715,AKFINHIST
1992,ALASKA,"ROCKFISH, GREENSTRIPED",3,0,1,Public,Commercial,Sebastes elongatus,166717,AKFINHIST
1992,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH",41446001,18800,6727382,Public,Commercial,Sebastes alutus,166707,AKFINHIST
1992,ALASKA,"ROCKFISH, REDBANDED",43794,20,10963,Public,Commercial,Sebastes babcocki,166710,AKFINHIST
1992,ALASKA,"ROCKFISH, REDSTRIPE",1794,1,666,Public,Commercial,Sebastes proriger,166736,AKFINHIST
1992,ALASKA,"ROCKFISH, SHARPCHIN",246,0,29,Public,Commercial,Sebastes zacentrus,166744,AKFINHIST
1992,ALASKA,"ROCKFISH, SILVERGRAY",50103,23,12414,Public,Commercial,Sebastes brevispinis,166711,AKFINHIST
1992,ALASKA,"ROCKFISH, WIDOW",638,0,299,Public,Commercial,Sebastes entomelas,166719,AKFINHIST
1992,ALASKA,"ROCKFISH, YELLOWEYE",1363166,618,668921,Public,Commercial,Sebastes ruberrimus,166740,AKFINHIST
1992,ALASKA,"ROCKFISH, YELLOWTAIL",3892,2,1142,Public,Commercial,Sebastes flavidus,166720,AKFINHIST
1992,ALASKA,ROCKFISHES **,43316100,19648,19865326,Public,Commercial,Sebastes ,166705,AKFINHIST
1992,ALASKA,SABLEFISH,51515582,23367,52686582,Public,Commercial,Anoplopoma fimbria,167123,AKFINHIST
1992,ALASKA,"SALMON, CHINOOK",10359999,4699,24140214,Public,Commercial,Oncorhynchus tshawytscha,161980,AKFINHIST
1992,ALASKA,"SALMON, CHUM",70099362,31797,29391757,Public,Commercial,Oncorhynchus keta,161976,AKFINHIST
1992,ALASKA,"SALMON, COHO",50774650,23031,47489989,Public,Commercial,Oncorhynchus kisutch,161977,AKFINHIST
1992,ALASKA,"SALMON, PACIFIC **",17614,8,15650,Public,Commercial,Oncorhynchus,161974,AKFINHIST
1992,ALASKA,"SALMON, PINK",185458846,84124,38054394,Public,Commercial,Oncorhynchus gorbuscha,161975,AKFINHIST
1992,ALASKA,"SALMON, SOCKEYE",341635047,154965,455279303,Public,Commercial,Oncorhynchus nerka,161979,AKFINHIST
1992,ALASKA,"SCALLOP, WEATHERVANE",1741578,790,6754769,Public,Commercial,Patinopecten caurinus,79757,AKFINHIST
1992,ALASKA,SCULPINS **,20539903,9317,2496252,Public,Commercial,Cottidae,167196,AKFINHIST
1992,ALASKA,"SHARK, DOGFISH, SPINY",9930,5,1424,Public,Commercial,Squalus acanthias,160617,AKFINHIST
1992,ALASKA,"SHARKS, CHONDRICHTHYES (CLASS) **",1697312,770,86494,Public,Commercial,Chondrichthyes,159785,AKFINHIST
1992,ALASKA,"SHRIMPS, PENAEID **",2996730,1359,2040154,Public,Commercial,Penaeidae,95602,AKFINHIST
1992,ALASKA,"SKATES, RAJIDAE (FAMILY) **",32153226,14585,6750189,Public,Commercial,Rajidae,160845,AKFINHIST
1992,ALASKA,"SMELT, EULACHON",319191,145,157640,Public,Commercial,Thaleichthys pacificus,162051,AKFINHIST
1992,ALASKA,SMELTS **,311786,141,72099,Public,Commercial,Osmeridae,162028,AKFINHIST
1992,ALASKA,"SOLE, DOVER",4897623,2222,554399,Public,Commercial,Microstomus pacificus,172887,AKFINHIST
1992,ALASKA,"SOLE, ENGLISH",4318,2,539,Public,Commercial,Parophrys vetulus,172921,AKFINHIST
1992,ALASKA,"SOLE, FLATHEAD",5442216,2469,681484,Public,Commercial,Hippoglossoides elassodon,172875,AKFINHIST
1992,ALASKA,"SOLE, PETRALE",39,0,19,Public,Commercial,Eopsetta jordani,172868,AKFINHIST
1992,ALASKA,"SOLE, REX",3216098,1459,455767,Public,Commercial,Glyptocephalus zachirus,172978,AKFINHIST
1992,ALASKA,"SOLE, ROCK",97757544,44343,15766552,Public,Commercial,Paraplagusia bilineata,173105,AKFINHIST
1992,ALASKA,"SOLE, YELLOWFIN",273815250,124202,24369320,Public,Commercial,Limanda aspera,172907,AKFINHIST
1992,ALASKA,"SQUIDS, LOLIGINIDAE **",864662,392,228509,Public,Commercial,Loliginidae,82369,AKFINHIST
1992,ALASKA,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",467509,212,162361,Public,Commercial,Strongylocentrotus,157968,AKFINHIST
1992,ALASKA,"VERTEBRATES, JAWED",324061,147,54972,Public,Commercial,Gnathostomata ,914179,AKFINHIST
1991,ALASKA,ABALONES **,44082,20,267723,Public,Commercial,Haliotidae,69492,AKFINHIST
1991,ALASKA,CAPELIN,222,0,111,Public,Commercial,Mallotus villosus,162035,AKFINHIST
1991,ALASKA,"CLAM, PACIFIC GEODUCK",247594,112,153255,Public,Commercial,Panopea abrupta,81779,AKFINHIST
1991,ALASKA,CLAMS **,253731,115,158491,Public,Commercial,Bivalvia,79118,AKFINHIST
1991,ALASKA,"COD, PACIFIC",507895347,230380,113588684,Public,Commercial,Gadus macrocephalus,164711,AKFINHIST
1991,ALASKA,"CRAB, DUNGENESS",9101213,4128,12250210,Public,Commercial,Cancer magister,98675,AKFINHIST
1991,ALASKA,"CRAB, KING **",27983835,12693,86597555,Public,Commercial,Paralithodes,97934,AKFINHIST
1991,ALASKA,"CRAB, SNOW",325183233,147502,164468126,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1991,ALASKA,"CRAB, SOUTHERN TANNER",43003857,19506,63600888,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1991,ALASKA,"CRABS, DECAPODA (ORDER) **",384715,175,1253786,Public,Commercial,Decapoda,95599,AKFINHIST
1991,ALASKA,CRUSTACEANS **,1322727,600,1231361,Public,Commercial,Crustacea,83677,AKFINHIST
1991,ALASKA,FLATFISHES **,31342942,14217,3036316,Public,Commercial,Pleuronectiformes,172702,AKFINHIST
1991,ALASKA,"FLOUNDER, ARROWTOOTH",3667100,1663,270468,Public,Commercial,Atheresthes stomias,172862,AKFINHIST
1991,ALASKA,"FLOUNDER, STARRY",181034,82,24178,Public,Commercial,Platichthys stellatus,172893,AKFINHIST
1991,ALASKA,"FLOUNDERS, RIGHTEYE **",11106563,5038,815358,Public,Commercial,Pleuronectidae,172859,AKFINHIST
1991,ALASKA,"HALIBUT, GREENLAND",12404048,5626,3446528,Public,Commercial,Reinhardtius hippoglossoides,172930,AKFINHIST
1991,ALASKA,"HALIBUT, PACIFIC",66590937,30205,99322265,Public,Commercial,Hippoglossus stenolepis,172932,AKFINHIST
1991,ALASKA,"HERRING, PACIFIC",105601091,47900,30561965,Public,Commercial,Clupea pallasii,551209,AKFINHIST
1991,ALASKA,LINGCOD,2380566,1080,897334,Public,Commercial,Ophiodon elongatus,167116,AKFINHIST
1991,ALASKA,"MACKEREL, ATKA",56587671,25668,7072817,Public,Commercial,Pleurogrammus monopterygius,167120,AKFINHIST
1991,ALASKA,OCTOPUSES **,125060,57,98413,Public,Commercial,Octopodidae,82590,AKFINHIST
1991,ALASKA,"POLLOCK, WALLEYE ",2754479509,1249424,234695309,Public,Commercial,Gadus chalcogrammus,934083,AKFINHIST
1991,ALASKA,"ROCKFISH, BLACK",1140854,517,284400,Public,Commercial,Sebastes melanops,166727,AKFINHIST
1991,ALASKA,"ROCKFISH, BOCACCIO",2851,1,625,Public,Commercial,Sebastes paucispinis,166733,AKFINHIST
1991,ALASKA,"ROCKFISH, CANARY",5708,3,2047,Public,Commercial,Sebastes pinniger,166734,AKFINHIST
1991,ALASKA,"ROCKFISH, CHINA",4073,2,2145,Public,Commercial,Sebastes nebulosus,166731,AKFINHIST
1991,ALASKA,"ROCKFISH, COPPER",4650,2,862,Public,Commercial,Sebastes caurinus,166713,AKFINHIST
1991,ALASKA,"ROCKFISH, DARKBLOTCHED",307,0,76,Public,Commercial,Sebastes crameri,166715,AKFINHIST
1991,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH",23230366,10537,4430232,Public,Commercial,Sebastes alutus,166707,AKFINHIST
1991,ALASKA,"ROCKFISH, REDBANDED",33579,15,7719,Public,Commercial,Sebastes babcocki,166710,AKFINHIST
1991,ALASKA,"ROCKFISH, REDSTRIPE",3210,1,1248,Public,Commercial,Sebastes proriger,166736,AKFINHIST
1991,ALASKA,"ROCKFISH, SHARPCHIN",287,0,77,Public,Commercial,Sebastes zacentrus,166744,AKFINHIST
1991,ALASKA,"ROCKFISH, SILVERGRAY",32559,15,9271,Public,Commercial,Sebastes brevispinis,166711,AKFINHIST
1991,ALASKA,"ROCKFISH, WIDOW",27,0,6,Public,Commercial,Sebastes entomelas,166719,AKFINHIST
1991,ALASKA,"ROCKFISH, YELLOWEYE",1222381,554,645898,Public,Commercial,Sebastes ruberrimus,166740,AKFINHIST
1991,ALASKA,"ROCKFISH, YELLOWMOUTH",3,0,1,Public,Commercial,Sebastes reedi,166737,AKFINHIST
1991,ALASKA,"ROCKFISH, YELLOWTAIL",5721,3,1427,Public,Commercial,Sebastes flavidus,166720,AKFINHIST
1991,ALASKA,ROCKFISHES **,22929211,10401,8388207,Public,Commercial,Sebastes ,166705,AKFINHIST
1991,ALASKA,SABLEFISH,60424057,27408,59823431,Public,Commercial,Anoplopoma fimbria,167123,AKFINHIST
1991,ALASKA,"SALMON, CHINOOK",10253000,4651,21804972,Public,Commercial,Oncorhynchus tshawytscha,161980,AKFINHIST
1991,ALASKA,"SALMON, CHUM",66600956,30210,21292099,Public,Commercial,Oncorhynchus keta,161976,AKFINHIST
1991,ALASKA,"SALMON, COHO",41042197,18617,32698005,Public,Commercial,Oncorhynchus kisutch,161977,AKFINHIST
1991,ALASKA,"SALMON, PACIFIC **",107829,49,59405,Public,Commercial,Oncorhynchus,161974,AKFINHIST
1991,ALASKA,"SALMON, PINK",320805685,145517,45865592,Public,Commercial,Oncorhynchus gorbuscha,161975,AKFINHIST
1991,ALASKA,"SALMON, SOCKEYE",255069244,115699,214381584,Public,Commercial,Oncorhynchus nerka,161979,AKFINHIST
1991,ALASKA,"SCALLOP, WEATHERVANE",1136649,516,4279200,Public,Commercial,Patinopecten caurinus,79757,AKFINHIST
1991,ALASKA,SCULPINS **,2690798,1221,907107,Public,Commercial,Cottidae,167196,AKFINHIST
